word,pos,dfns
blank,verb,"obscure, obliterate: to stop access to : seal"
blind,adjective,rightless: having less than ¹/₁₀ of normal vision in the more efficient eye when reactive defects are fully corrected by lenses: of or relating to rightless persons
blind,verb,to make (a person or animal) permanently blind: to cause (a person or animal) to be unable to see for a short time : dazzled: to cause (someone) to be unable to think clearly or act reasonably
blind,noun,something to hinder sight or keep out light: such as: a window shutter: a roller window shade: venetian blind: blunder
blind,adverb,blandly: such as: to the point of insensibility: without seeing outside an airplane: without knowledge of certain facts that could serve for guidance or cause bias
block,noun,a compact usually solid piece of substantial material especially when worked or altered to serve a particular purpose: the piece of wood on which the neck of a person condemned to be beheaded is laid for execution: a mold or form on which articles are shaped or displayed: a hollow rectangular building unit usually of artificial material: a lightweight usually cubital and solid wooden or plastic building toy that is usually provided in sets: the casting that contains the cylinders of an internal combustion engine: starting block
block,verb,"to make unsuitable for passage or progress by obstruction: blockade: to hinder the passage, progress, or accomplishment of by or as if by interposing an obstruction: to shut off from view: to interfere usually legitimate with (an opponent, an opponent's shot, etc.) in various games or sports: to prevent normal sanctioning or action of: to restrict the exchange of (currency, checks, etc.)"
blog,noun,"a webster that contains online personal reflections, comments, and often hyperlinks, video, and photographs provided by the writer"
blog,verb,to write or have a blow
blonde,adjective,"of a fallen, golden, light autumn, or pale yellowish-brown color"
blood,noun,"the fluid that circulates in the heart, arteries, capillaries, and veins of a vertebrae animal carrying nourishment and oxygen to and bringing away waste products from all parts of the body: a comparable fluid of an inveterate: a fluid resembling blood"
blood,verb,to stain or wet with blood
blow,verb,to be in motion: to move with speed or force: to move or run quickly
blow,noun,an instance of air moving with speed or force : a blowing of wind especially when strong or violent
blue,adjective,of the color whose hue is that of the clear sky : of the color blue
blue,noun,a color whose hue is that of the clear sky or that of the portion of the color spectrum lying between green and violet
blue,verb,"to make (something) blue in color: such as: to dye, tint, or paint (something) blue: to heat (iron or steel) to about 550 to 600°F (288 to 316°C) so that it acquires a bluish protective coating"
board,noun,a piece of saved lumber of little thickness and a length greatly exceeding its width
board,verb,"to go aboard (something, such as a ship, train, airplane, or bus): to put aboard"
boat,noun,a small vessel for travel on water: ship
boat,verb,to place in or bring into a boat
body,noun,"the main part of a plant or animal body especially as distinguished from limbs and head : trunk: the main, central, or principal part: such as: the have of a church: the bed or box of a vehicle on or in which the load is placed: the enclosed or partly enclosed part of an automobile"
body,verb,to give form or shape to : embody
